Деятельность колонизатора.|колонизаторство
Деятельность комиссионера.|комиссионерство
Деятельность коммивояжера.|коммивояжерство
Внедрение компьютеров в область производства.|компьютеризация
Управление ходом корабля судовождение.|кораблевождение
Совокупность научных дисциплин, изучающих управление ходом корабля.|кораблевождение
Крушение корабля его гибель в море при серьезном повреждении.|кораблекрушение
Искусство строить корабли.|кораблестроение
Отрасль тяжелой промышленности, занимающаяся строительством кораблей.|кораблестроение
Изготовление корзин, корзинок посредством плетения.|корзиноплетение
Занятие коробейника.|коробейничество
Письма, почтово-телеграфные отправления и т.п.|корреспонденция
Сообщение, статья и т.п. о текущих событиях, присланные в газету, журнал.|корреспонденция
Форма установления взаимной зависимости между счетами в бухгалтерском деле.|корреспонденция
Общественный строй, основанный на крепостной зависимости крестьян от феодалов.|крепостничество
Взгляды, образ жизни и мыслей крепостника.|крепостничество
Наука о кристаллах и кристаллическом состоянии вещества.|кристаллография
Член организации ку-клукс-клан.|куклуксклановец
Возделывание кукурузы как отрасль сельского хозяйства.|кукурузоводство
Инструмент для ручной посадки кукурузы.|кукурузосажалка
Стремление к просветительской деятельности в среде интеллигенции (в Российском государстве до 1917 г.).|культурничество
Санаторий для лечения кумысом.|кумысолечебница
Образование льда.|ледообразование
Искусственное выращивание леса.|лесовыращивание
Злостное истребление лесов.|лесоистребление
Использование леса.|лесопользование
Направление в литературе и искусстве XVII в.-начала XIX в., характерной особенностью которого было подражание образцам и формам античного искусства.|ложноклассицизм
Преломление лучей при их прохождении через среду.|лучепреломление
Образование льда.|льдообразование
Фотографирование объектов, видимых невооруженным глазом.|макрофотография
Специалист в области машиностроения.|машиностроитель
Научная дисциплина, изучающая условия формирования, историю развития, географическое распространение мерзлых горных пород, грунтов, почв и процессы, протекающие в них; геокриология.|мерзлотоведение
Место, пункт, где живет.|местожительство
Место, где находится.|местонахождение
Место, в котором пребывает, находится; пребывание в месте.|местопребывание
Фотографирование микроскопических объектов или структуры с помощью микроскопа, соединенного с фото- или кинокамерой.|микрофотография
Лингвистическая теория, созданная младограмматиками.|младограмматизм
Представители младограмматического направления в языкознании, проделавшие большую работу по установлению звуковых и морфологических соответствий в индоевропейских языках.|младограмматики
Класс беспозвоночных животных с длинными членистыми конечностями.|многоколенчатые
Наличие большого количества фигур (людей или животных).|многофигурность
Члены подпольной комсомольской организации города Краснодона "Молодая гвардия", боровшейся с немецко-фашистскими оккупантами во время Великой Отечественной войны.|молодогвардейцы
Возникновение монофтонга из дифтонга согласно законам фонетики.|монофтонгизация
Склонность к морализированию.|морализаторство
Обладатель многомиллионного состояния.|мультимиллионер
Передача государственной властью собственности частных лиц в ведение муниципалитетов.|муниципализация
Специально устроенная яма для хранения навоза.|навозохранилище
Деятельность надзирателя.|надзирательство
Должность надзирателя.|надзирательство
Грубое издевательство, глумление.|надругательство
Обложение налогом.|налогообложение
Совокупность людей, проживающих на территории; население страны, государства.|народонаселение
Отсутствие чувства признательности, благодарности.|неблагодарность
Поведение неблагодарного человека.|неблагодарность
Отказ от вмешательства.|невмешательство
Недостаточное или неполное потребление.|недопотребление
Неполнота, незаконченность высказывания.|недосказанность
Оставление без употребления, применения.|неиспользование
Одно из течений в философии, стремившееся к созданию целостного мировоззрения на основе обновления философии Гегеля.|неогегельянство
Отряд млекопитающих, характеризующихся нечетным числом пальцев.|непарнокопытные
Способность судна оставаться на воде и сохранять мореходные качества после затопления одного или нескольких его отделений.|непотопляемость
Несоответствие истине, действительности.|неправдоподобие
Свойство тела не пропускать сквозь себя (воду, газы, свет и т.п.).|непроницаемость
Идеология приверженцев теории непротивления злу насилием, сформулированой Л.Н.Толстым.|непротивленство
Свойство металлов, не дающее возможности сваривать их.|несвариваемость
Рабское и льстивое преклонение перед поведение низкопоклонника.|низкопоклонство
Появление новых форм или элементов.|новообразование
Заново возникший элемент, форма и т.п.|новообразование
Освобождение от болезнетворных микроорганизмов; дезинфекция.|обеззараживание
Улучшение свойств материала (прочности, твердости, химической стойкости и т.п.).|облагораживание
Улучшение, совершенствование породы животных, растений.|облагораживание
Движение транспортных средств туда и обратно, движение с возвратом к исходному пункту в определенный срок.|оборачиваемость
Прохождение товаров, капиталов через оборот.|оборачиваемость
Зависимость от условий, обстоятельств.|обусловленность
Совокупность наук об обществе.|обществоведение
Учебный предмет, содержащий теоретические основы данных наук.|обществоведение
Совмещение явлений во времени.|одновременность
Наличие сведений, знаний.|осведомленность
Принцип, лежащий в основе учения, теории и т.п.).|основоположение
Возлагаемое на или взятое обязательство отчитываться в своих действиях и принять на себя вину за возможные их последствия.|ответственность
Серьезность, важность.|ответственность
Раздел медицины, изучающий болезни уха, горла и носа, их профилактику и лечение.|отоларингология
Аппаратура, связанная с радио.|радиоаппаратура
Раздел астрономии, изучающий небесные тела по их радиоизлучению либо путем радиосигналов, посылаемых с Земли и отраженных от ближайших небесных тел.|радиоастрономия
Радиоприемное устройство для определения направления на передающую радиостанцию.|радиопеленгатор
Устройство для излучения радиоволн, используемое для радиосвязи, радиолокации и т.п.|радиопередатчик
Связь с несколькими радиостанциями путем поочередного вызова их с целью взаимной информации, обмена мнениями и т.п.|радиоперекличка
Трансляция передач радиовещания.|радиотрансляция
Расследование, рассмотрение судебного дела.|разбирательство
Устройство, приспособление для разбрызгивания.|разбрызгиватель
Деятельность раскольников.|раскольничество
Упадок или отсутствие сил, энергии.|расслабленность
Устройство для приготовления растворов для каменных и штукатурных работ.|растворомешалка
Отрасль сельского хозяйства, занимающаяся возделыванием культурных растений.|растениеводство
Раздел агрономии, изучающий разведение культурных сельскохозяйственных растений и уход за ними.|растениеводство
Исчезновение в коре больших полушарий головного мозга состояния внутреннего торможения при действии нового, постороннего раздражителя.|растормаживание
Разведка местности и обороны противника перед началом боевых действий.|рекогносцировка
Предварительное обследование местности для производства геодезических работ.|рекогносцировка
Рабочий по обслуживанию рельсопрокатного стана.|рельсопрокатчик
Восстановление военной мощи ранее разоруженного государства или его отдельных территорий.|ремилитаризация
Метод лечения рентгеновскими лучами.|рентгенотерапия
Занятие, работа реставратора.|реставраторство
Семейство водяных двудольных травянистых растений.|роголистниковые
Организация медицинской помощи беременным, роженицам, родильницам.|родовспоможение
Подшипник, в котором между поверхностью вращающейся детали и поверхностью опоры расположены ролики.|роликоподшипник
Самопроизвольное возбуждение физических явлений.|самовозбуждение
Восхваление самого себя, своих заслуг, талантов и т.п.|самовосхваление
Изготовление самогона.|самогоноварение
Истребление самих себя.|самоистребление
Высшая степень наслаждение, основанная на высокой оценке своих успехов, заслуг.|самонаслаждение
Приобретение знаний путем самостоятельных занятий вне учебного заведения, без помощи преподавателя.|самообразование
Добровольное ограничение собственных потребностей, интересов.|самоограничение
Способ ведения хозяйства, при котором расходы покрываются собственными доходами.|самоокупаемость
Право нации на создание собственной национальной государственности.|самоопределение
Принуждение самого себя.|самопринуждение
Уничтожение самого себя; самоистребление.|самоуничтожение
Утверждение ценности и значимости собственной личности.|самоутверждение
Орудие для подкапывания корней сахарной свеклы (при уборке).|свеклоподъемник
Снижение урожая сахарной свеклы при посеве ее несколько лет подряд на одном и том же месте.|свеклоутомление
Маскировка освещенных объектов.|светомаскировка
Пищевые изделия из копченой свинины.|свинокопчености
Способность противостоять силам, возникающим под действием колебательных движений при землетрясении.|сейсмостойкость
Срок, период, промежуток времени в семьдесят лет.|семидесятилетие
Годовщина события, происшедшего, начавшегося и т.п. семьдесят лет назад.|семидесятилетие
Срок, период, промежуток времени в семнадцать лет.|семнадцатилетие
Годовщина события, происшедшего, начавшегося и т.п. семнадцать лет назад.|семнадцатилетие
Распознавание болезней по реакции сыворотки крови больного с соответствующим чужеродным белком (в медицине).|серодиагностика
Учение о симптомах заболеваний (в медицине).|симптоматология
Один из видов установки для ускорения тяжелых заряженных микрочастиц, употребляемый для исследований в области физики атомного ядра.|синхроциклотрон
Занятие, ремесло скорняка.|скорняжничество
Идейно-политическое течение в Российском государстве середины XIX в., представители которого выдвигали идею самобытного развития России, отличного от развития стран Западной Европы.|славянофильство
Убеждения, взгляды славянофила.|славянофильство
Многословная, но малосодержательная речь.|словоизвержение
Создание новых слов.|словотворчество
Объяснение значения слова; толкование.|словотолкование
Искусственное задержание снега на полях для увеличения запасов влаги в почве и для утепления зимующих растений.|снегозадержание
Машина для очистки от снега проезжей части улиц, площадей, железных дорог.|снегоочиститель
Приспособление в молотилках для подачи снопов в молотильный барабан.|снопоподаватель
Возраст, по достижении которого человек становится дееспособным гражданином.|совершеннолетие
Политика соглашателей.|соглашательство
Поведение соглашателя.|соглашательство
Приспособление к зерновому комбайну, служащее для укладки соломы в копны.|соломокопнитель
Такое положение двух или нескольких тел, предметов, при котором они соприкасаются своими гранями, частями.|соприкосновение
Непосредственная близость, положение, при котором возможно непосредственное столкновение.|соприкосновение
Периодическая замена сортовых семян сельскохозяйственных культур более высококачественными семенами того же сорта.|сортообновление
Степень материального благосостояния.|состоятельность
Одновременное или совместное существование.|сосуществование
Подкласс покрытосемянных двудольных растений, венчики цветов которых имеют более или менее сросшиеся между собою лепестки.|спайнолепестные
Возможность быть сравниваемым; сравнимость.|сравнительность
Лицо или учреждение, получающее ссуду.|ссудополучатель
Специалист в области станкостроения.|станкостроитель
Искусство сочинения стихов.|стихотворчество
Выражение в глагольной форме состояния лица или предмета, испытывающего на себе воздействие (в лингвистике).|страдательность
Дом для ночлега странников; странноприимный дом.|странноприимная
Приют для бездомных бедняков; богадельня.|странноприимная
Раздел дефектологии, изучающий процессы воспитания и обучения детей с дефектами слуха.|сурдопедагогика
Поглощение тепла телом или окружающей средой.|теплопоглощение
Теория и практика получения и применения тепловой энергии.|теплоэнергетика
Идеология и политика термидорианцев.|термидорианство
Время господства термидорианцев.|термидорианство
Деятельность тираноборца.|тираноборчество
Раздел дефектологии, изучающий процессы воспитания и обучения детей с недостатками зрения.|тифлопедагогика
Сооружение тоннелей.|тоннелестроение
Способ бетонирования или оштукатуривания путем набрасывания бетонной или растворной смеси через сопло, к которому под давлением сжатого воздуха подаются раздельно сухая смесь раствора и вода.|торкретирование
Место добычи торфа.|торфоразработка
Лекарственные препараты, подавляющие страх, нервное напряжение, беспокойство.|транквилизаторы
Машина, применяемая для рытья траншей.|траншеекопатель
Подтип членистоногих, дышащих при помощи трахей.|трахейнодышащие
Срок, период, промежуток времени в тринадцать лет.|тринадцатилетие
Годовщина события, происшедшего, начавшегося и т.п. тринадцать лет назад.|тринадцатилетие
Обеспечение работой.|трудоустройство
Сооружение туннелей.|туннелестроение
Судно, приводимое в движение с помощью электрической энергии и паровой или газовой турбины.|турбоэлектроход
Механизм, служащий для укладки тюбингов в туннеле.|тюбингоукладчик
Философское учение, основанное на системе взглядов немецкого философа-материалиста Людвига Фейербаха.|фейербахианство
Служба фельдфебеля.|фельдфебельство
Поиски новых форм в искусстве, связанные с идеями формализма.|формотворчество
Бактериальный препарат, применяемый для улучшения питания сельскохозяйственных растений фосфором.|фосфоробактерин
Лаборатория, где обрабатываются фотографические пластинки и пленки, где печатаются фотографии.|фотолаборатория
Аппарат для увеличения размера фотографического изображения при его копировании.|фотоувеличитель
Прибор, служащий для определения выдержки при фотографировании путем измерения освещенности снимаемого объекта.|фотоэкспонометр
Литографический способ печатания несколькими красками; многокрасочная литография.|хромолитография
Процесс формирования цен на товары.|ценообразование
Система цен.|ценообразование
Диагностика с использованием метода микроскопического исследования клеточных элементов, взятых из органов и тканей организма.|цитодиагностика
Срочная диагностика - обычно гистологическая - на операционном столе.|цитодиагностика
Рядовой фашистской полиции в Италии; итальянский фашист.|чернорубашечник
Ученик четвертого класса.|четвероклассник
Подкласс головоногих моллюсков с двумя парами жабр.|четырехжаберные
Ученик четвертого класса.|четырехклассник
Срок, период, промежуток времени в четыреста лет.|четырехсотлетие
Годовщина события, происшедшего, начавшегося и т.п. четыреста лет назад.|четырехсотлетие
Геометрическая фигура, ограниченная замкнутой ломаной линией, образующей четыре угла.|четырехугольник
Подшипник, в котором между поверхностью вращающейся детали и поверхностью опоры расположены шарики; шариковый подшипник.|шарикоподшипник
Заготовка шерсти.|шерстезаготовка
Выработка ткани из шерсти.|шерстоткачество
Машина для подъема и укладки в штабель грузов и лесоматериалов.|штабелеукладчик
Направление в философии, которое признает лишь индивидуальную духовную жизнь, "человеческое существование" и стремится доказать бессмысленность жизни, бесплодность общественной деятельности и т.п.|экзистенциализм
Экономическая география.|экономгеография
Извлечение, удаление.|экстрагирование
Раздел акустики, занимающийся вопросами приема, записи и воспроизведения звука при помощи электрических приборов.|электроакустика
Совокупность предметов оборудования для электрической проводки; арматура.|электроарматура
Вибратор, приводимый в действие электроэнергией.|электровибратор
Раздел физики, изучающий свойства и взаимодействие движущихся электрических зарядов и связанных с ними явлений.|электродинамика
Паяльник, работающий на электричестве.|электропаяльник
Передача электрической энергии на расстояние.|электропередача
Система проводов для передачи электрического тока.|электропроводка
Метод рефлексотерапии, основанный на воздействии электрическим током на биологически активные точки с помощью тонкого электрода.|электропунктура
Геологическое разыскание месторождений полезных ископаемых методом использования электрических и электромагнитных явлений в земле.|электроразведка
Любовь, пристрастие ко всему украинскому, к самим украинцам.|украинофильство
Придание процессу или объекту свойства универсальности.|универсализация
Автомобиль для перевозки скоропортящихся продуктов, оборудованный холодильными установками.|авторефрижератор
Раздел климатологии, изучающий влияние климатических условий на сельскохозяйственное производство.|агроклиматология
Раздел метеорологии, изучающий метеорологические, климатические и гидрологические условия, влияющие на развитие сельского хозяйства.|агрометеорология
Средство, предохраняющее самолет, вертолет от образования льда на их поверхности во время полета.|антиобледенитель
Обеззараживание, предохранение от загнивания с помощью антисептиков.|антисептирование
Учреждение, руководящее работой аптек и ведающее снабжением их лекарствами и другими медицинскими товарами.|аптекоуправление
Машина для укладки асфальта и асфальтобетона.|асфальтоукладчик
Человек или животное, в организме которого находятся бактерии - возбудители инфекционной болезни.|бактерионоситель
Религиозно-философское течение, возникшее в начале ХХ в. в среде русской либеральной интеллигенции и проповедовавшее необходимость обновления христианства, изменения форм человеческого существования в соответствии с новым религиозным сознанием.|богоискательство
Боевая бронированная колесная или гусеничная машина повышенной проходимости, предназначенная для транспортировки мотострелковых подразделений к полю боя и для их огневой поддержки.|бронетранспортер
Составление ненужных официальных бумаг (обычно с оттенком неодобрительности).|бумаготворчество
Создание литературных произведений, для которых характерно подробное описание быта, повседневной жизни.|бытописательство
Лицо, владеющее векселем; кредитор.|векселедержатель
Взаимное обогащение.|взаимообогащение
Дача взятки.|взяткодательство
Лицо, получившее взятку.|взяткополучатель
Вибрационная машина для погружения в грунт свай, труб и т.п.|вибропогружатель
Способность к видоизменению.|видоизменяемость
Раздел исторической научной дисциплины, изучающий язык, историю и культуру Византии.|византиноведение
Использование винограда в лечебных целях.|виноградолечение
Образование вихря вихрей.|вихреобразование
Раздел гидрологии, в котором изучается образование волн.|волнообразование
Процесс образования волны волн.|волнообразование
Раб или крепостной, отпущенный на волю.|вольноотпущенник
Способность легко воспламеняться.|воспламеняемость
Способность быть воспринятым.|воспринимаемость
Полная, безграничная свобода действий.|вседозволенность
Пребывание учащихся второй год в том же классе, на том же курсе.|второгодничество
не главное, не основное, второстепенное.|второстепенность
Получение металлических копий с металлического или неметаллического оригинала методом электролиза (в гальванотехнике).|гальванопластика
Получение объемного изображения объекта с помощью голографии.|голографирование
Устройство для громкого воспроизведения звука (речи, музыки и т.п.).|громкоговоритель
Деятельность гроссмейстера.|гроссмейстерство
Совокупность природных и общественно-исторических явлений, объективный мир, бытие.|действительность
Ведение канцелярских дел.|делопроизводство
Возврат государством национализированного имущества прежним владельцам.|денационализация
Утрата национальных особенностей (культуры, языка и т.п.).|денационализация
Документальные фильмы, документальная литература.|документалистика
Обряд принесения жертвы божеству.|жертвоприношение
Обеспечение жизнедеятельности организма.|жизнеобеспечение
Стремление упрочить, утвердить жизнь, сделать ее восприятие радостным, бодрым.|жизнеутверждение
Службы, руководящие деятельностью завода.|заводоуправление
Беспорядочная заполненность большим количеством.|загроможденность
Совокупность законов страны или области права.|законодательство
Составление и издание законов.|законодательство
Пользование землей в установленном законом порядке.|землепользование
Использование земли для выращивания сельскохозяйственных культур.|землепользование
Деятельность изобретателя.|изобретательство
Деятельность импровизатора.|импровизаторство
Особенности характера и психического склада, отличающие одного индивидуума от других.|индивидуальность
Человек как обладатель присущих только ему черт характера, индивидуальных особенностей; личность.|индивидуальность
Область сравнительно-исторического языкознания, занимающаяся изучением индоевропейских языков.|индоевропеистика
Создание крупной, технически развитой промышленности - и прежде всего отраслей, которые производят орудия и средства производства, - как основы и ведущего сектора в народном хозяйстве.|индустриализация
Идеология и политика межнациональной, международной солидарности, основанные на равенстве и сотрудничестве всех народов.|интернационализм
Односторонность, ограниченность.|исключительность
Комплекс научных дисциплин, изучающих различные виды искусства (обычно изобразительного).|искусствоведение
Научная дисциплина, занимающаяся описанием и классификацией исторических источников.|источниковедение
Согласный звук, подвергшийся палатализации; палатальный (в лингвистике).|палатализованный
Теплообменный аппарат, вырабатывающий пар для различных целей.|парообразователь
Владелец парохода, пароходства.|пароходовладелец
Патриархальные обычаи, нравы и т.п.|патриархальность
Приспособление для удержания патронов.|патронодержатель
Реалистическое направление русской живописи, основанное передвижниками.|передвижничество
Чрезмерная населенность.|перенаселенность
Изменение прежних взглядов под влиянием воли, иной идеологии и т.п.|перерожденчество
Занятие, поведение пересмешника.|пересмешничество
Бездарный, ничем не выдающийся человек.|посредственность
Выполнение роли, обязанностей предводителя.|предводительство
Должность предводителя дворянства.|предводительство
Примета, признак, предвещающий близость, наступление.|предзнаменование
Помещение перед операционной, где происходит подготовка к операции.|предоперационная
Крайне осторожное, предусмотрительное поведение, отношение.|предосторожность
Мера, предусмотрительно принятая для ограждения от опасности, вреда.|предосторожность
Заранее создавшееся расположение, склонность к наличие задатков к развитию.|предрасположение
Протестантское вероучение в Великобритании, США и некоторых других странах, требовавшее независимой от государства "дешевой" церкви, отвергавшее епископат и признававшее только сан священника (пресвитера).|пресвитерианство
Поведение того, кто пресмыкается крайнее подхалимство, раболепие.|пресмыкательство
Порядок передачи власти монарха по наследству; наследование престола.|престолонаследие
Стремление действовать в строгом соответствии с принципами.|принципиальность
Раздел прикладной математики и вычислительной техники, разрабатывающий методы составления программ.|программирование
Деятельность проповедника.|проповедничество
Течение в среде нарождавшейся буржуазии и народных масс эпохи перехода от феодализма к капитализму, связанное с борьбой против феодализма, критиковавшее феодализм и выступавшее сторонником просвещения народа (в Западной Европе XVII-XVIII вв. и в Российском государстве конца XVIII в. и середины XIX в.).|просветительство
Деятельность просветителя.|просветительство
Способность предмета пропускать свет.|просвечиваемость
Признак, обстоятельство, указывающие на невозможность, вредность употребления.|противопоказание
Показание, противоречащее или противоположное показанию другого.|противопоказание
Заболевание, сопровождающееся поражениями внутренних органов, внешне напоминающее настоящий туберкулез.|псевдотуберкулез
Наличие элементов публицистики в творчестве, в произведении.|публицистичность
Капитальные вложения.|капиталовложения
Занятия кинолюбителей.|кинолюбительство
Производство кинофильмов.|кинопроизводство
Один из типов низкоорганизованных беспозвоночных животных.|кишечнополостные
